"","pedon_id","utm_east","utm_north","topdepth_cm","botdepth_cm","gyp_FINAL","gyp_tier"
"61049",1306561,-1001043.0439927,1112970.99586633,251,281,0,"KSSL"
"61050",1306561,-1001043.0439927,1112970.99586633,281,306,0,"KSSL"
"61051",1306561,-1001043.0439927,1112970.99586633,306,324,0,"KSSL"
"61052",108521,-1071169.74961211,1428372.84874704,157,178,0,"KSSL"
"61053",108481,-1126123.18615163,1637996.71367037,0,8,0,"KSSL"
"61054",108481,-1126123.18615163,1637996.71367037,8,25,0,"KSSL"
"61055",108481,-1126123.18615163,1637996.71367037,25,69,0,"KSSL"
"61056",108481,-1126123.18615163,1637996.71367037,69,89,20,"KSSL"
"61057",108481,-1126123.18615163,1637996.71367037,89,127,29,"KSSL"
"61058",108481,-1126123.18615163,1637996.71367037,127,203,24,"KSSL"
"61059",959842,-1130049.67916586,1637619.95142478,0,3,0,"KSSL"
"61060",959842,-1130049.67916586,1637619.95142478,3,13,0,"KSSL"
"61061",959842,-1130049.67916586,1637619.95142478,13,25,0,"KSSL"
"61062",959842,-1130049.67916586,1637619.95142478,25,43,0,"KSSL"
"61063",959842,-1130049.67916586,1637619.95142478,43,84,0,"KSSL"
"61064",959842,-1130049.67916586,1637619.95142478,84,119,0,"KSSL"
"61065",959842,-1130049.67916586,1637619.95142478,119,173,0,"KSSL"
"61066",959842,-1130049.67916586,1637619.95142478,173,188,0,"KSSL"
"61067",108483,-1137041.1933072,1644419.43358407,0,5,0,"KSSL"
"61068",108483,-1137041.1933072,1644419.43358407,5,15,0,"KSSL"
"61069",108483,-1137041.1933072,1644419.43358407,15,33,0,"KSSL"
"61070",108483,-1137041.1933072,1644419.43358407,33,58,30,"KSSL"
"61071",108483,-1137041.1933072,1644419.43358407,58,89,11,"KSSL"
"61072",108483,-1137041.1933072,1644419.43358407,89,122,1,"KSSL"
"61073",108483,-1137041.1933072,1644419.43358407,122,150,11,"KSSL"
"61074",108483,-1137041.1933072,1644419.43358407,150,191,4,"KSSL"
"61075",108484,-1137554.73167521,1644958.07281423,0,8,0,"KSSL"
"61076",108484,-1137554.73167521,1644958.07281423,8,23,0,"KSSL"
"61077",108484,-1137554.73167521,1644958.07281423,23,36,0,"KSSL"
"61078",108484,-1137554.73167521,1644958.07281423,36,66,0,"KSSL"
"61079",108484,-1137554.73167521,1644958.07281423,66,94,0,"KSSL"
"61080",108484,-1137554.73167521,1644958.07281423,94,132,5,"KSSL"
"61081",108484,-1137554.73167521,1644958.07281423,132,185,2,"KSSL"
"61082",959843,-1138217.99824029,1641062.2861387,0,5,0,"KSSL"
"61083",959843,-1138217.99824029,1641062.2861387,5,13,3,"KSSL"
"61084",959843,-1138217.99824029,1641062.2861387,13,48,10,"KSSL"
"61085",959843,-1138217.99824029,1641062.2861387,48,91,10,"KSSL"
"61086",959843,-1138217.99824029,1641062.2861387,91,155,4,"KSSL"
"61087",959843,-1138217.99824029,1641062.2861387,155,173,5,"KSSL"
"61088",108486,-1137204.82987206,1651490.06269955,0,8,0,"KSSL"
"61089",108486,-1137204.82987206,1651490.06269955,8,28,0,"KSSL"
"61090",108486,-1137204.82987206,1651490.06269955,28,48,0,"KSSL"
"61091",108486,-1137204.82987206,1651490.06269955,48,74,0,"KSSL"
"61092",108486,-1137204.82987206,1651490.06269955,74,130,1,"KSSL"
"61093",108486,-1137204.82987206,1651490.06269955,130,157,9,"KSSL"
"61094",959844,-1131325.25755021,1642380.47084872,0,8,0,"KSSL"
"61095",959844,-1131325.25755021,1642380.47084872,8,23,0,"KSSL"
"61096",959844,-1131325.25755021,1642380.47084872,23,43,30,"KSSL"
"61097",959844,-1131325.25755021,1642380.47084872,43,71,22,"KSSL"
"61098",959844,-1131325.25755021,1642380.47084872,71,83,12,"KSSL"
"61099",959844,-1131325.25755021,1642380.47084872,83,116,5,"KSSL"
"61100",959845,-1127402.02775146,1643290.80094734,0,5,0,"KSSL"
"61101",959845,-1127402.02775146,1643290.80094734,5,23,0,"KSSL"
"61102",959845,-1127402.02775146,1643290.80094734,23,41,0,"KSSL"
"61103",959845,-1127402.02775146,1643290.80094734,41,99,5,"KSSL"
"61104",959845,-1127402.02775146,1643290.80094734,99,175,2,"KSSL"
"61105",959846,-1116794.11159295,1632871.87525858,0,8,0,"KSSL"
"61106",959846,-1116794.11159295,1632871.87525858,8,38,0,"KSSL"
"61107",959846,-1116794.11159295,1632871.87525858,38,81,1,"KSSL"
"61108",959846,-1116794.11159295,1632871.87525858,81,118,5,"KSSL"
"61109",959846,-1116794.11159295,1632871.87525858,118,168,2,"KSSL"
"61110",108477,-412336.489458434,1641288.84588395,89,104,0,"KSSL"
"61111",108477,-412336.489458434,1641288.84588395,104,132,0,"KSSL"
"61112",108478,-472043.801640536,1634228.57478745,0,7,0,"KSSL"
"61113",108478,-472043.801640536,1634228.57478745,7,16,0,"KSSL"
"61114",108460,-393882.646409084,1648177.05811721,44,65,0,"KSSL"
"61115",108441,-379574.809308345,1596223.25619282,89,104,0,"KSSL"
"61116",108441,-379574.809308345,1596223.25619282,104,140,0,"KSSL"
"61117",108441,-379574.809308345,1596223.25619282,140,162,0,"KSSL"
"61118",108441,-379574.809308345,1596223.25619282,162,189,0,"KSSL"
"61119",108441,-379574.809308345,1596223.25619282,189,240,0,"KSSL"
"61120",1180698,-579118.658469061,1343466.64910336,0,13,0,"KSSL"
"61121",111320,-487246.859221487,1212256.45138576,89,127,0,"KSSL"
"61122",111320,-487246.859221487,1212256.45138576,127,155,0,"KSSL"
"61123",111320,-487246.859221487,1212256.45138576,155,203,0,"KSSL"
"61124",108407,-594140.242532272,1211018.99026033,0,13,0,"KSSL"
"61125",108407,-594140.242532272,1211018.99026033,71,163,0,"KSSL"
"61126",67661,-628004.615767186,1628411.08584984,99,127,0,"KSSL"
"61127",67661,-628004.615767186,1628411.08584984,127,155,1,"KSSL"
"61128",49073,-372786.887926611,1271449.75364857,0,13,13,"KSSL"
"61129",49073,-372786.887926611,1271449.75364857,13,58,66,"KSSL"
"61130",49073,-372786.887926611,1271449.75364857,58,76,74,"KSSL"
"61131",49073,-372786.887926611,1271449.75364857,76,203,66,"KSSL"
"61132",148353,-372774.941081704,1271371.53278795,0,15,0,"KSSL"
"61133",148353,-372774.941081704,1271371.53278795,15,30,0,"KSSL"
"61134",148353,-372774.941081704,1271371.53278795,30,48,1,"KSSL"
"61135",148353,-372774.941081704,1271371.53278795,48,81,1,"KSSL"
"61136",148353,-372774.941081704,1271371.53278795,81,99,42,"KSSL"
"61137",148353,-372774.941081704,1271371.53278795,99,165,41,"KSSL"
"61138",148353,-372774.941081704,1271371.53278795,165,203,40,"KSSL"
"61139",49058,-416859.577381095,1550622.13333182,0,20,0,"KSSL"
"61140",49058,-416859.577381095,1550622.13333182,20,44,0,"KSSL"
"61141",49058,-416859.577381095,1550622.13333182,44,76,0,"KSSL"
"61142",49058,-416859.577381095,1550622.13333182,76,92,0,"KSSL"
"61143",49058,-416859.577381095,1550622.13333182,92,120,0,"KSSL"
"61144",49058,-416859.577381095,1550622.13333182,120,170,0,"KSSL"
"61145",49058,-416859.577381095,1550622.13333182,170,194,0,"KSSL"
"61146",184896,-912354.402198805,1472007.51334942,58,76,0,"KSSL"
"61147",184896,-912354.402198805,1472007.51334942,163,203,0,"KSSL"
"61148",248425,-912235.489245317,1471368.92234621,46,82,0,"KSSL"
"61149",248425,-912235.489245317,1471368.92234621,82,122,0,"KSSL"
"61150",108350,-1156374.40977174,1460567.9323555,0,8,0,"KSSL"
"61151",108348,-1132018.37095532,1469293.0666484,112,157,0,"KSSL"
"61152",108348,-1132018.37095532,1469293.0666484,157,178,1,"KSSL"
"61153",108349,-1132215.63330586,1469131.18504443,33,69,0,"KSSL"
"61154",108349,-1132215.63330586,1469131.18504443,69,140,1,"KSSL"
"61155",108349,-1132215.63330586,1469131.18504443,140,163,4,"KSSL"
"61156",108349,-1132215.63330586,1469131.18504443,163,178,3,"KSSL"
"61157",98380,-555453.895784832,1194242.58683992,0,23,0,"KSSL"
"61158",98380,-555453.895784832,1194242.58683992,23,43,0,"KSSL"
"61159",98366,-698449.623548759,1280809.96621017,0,13,0,"KSSL"
"61160",98366,-698449.623548759,1280809.96621017,13,36,0,"KSSL"
"61161",98366,-698449.623548759,1280809.96621017,36,53,5,"KSSL"
"61162",98366,-698449.623548759,1280809.96621017,53,76,3,"KSSL"
"61163",98366,-698449.623548759,1280809.96621017,76,102,2,"KSSL"
"61164",98366,-698449.623548759,1280809.96621017,102,124,1,"KSSL"
"61165",98366,-698449.623548759,1280809.96621017,124,140,3,"KSSL"
"61166",98366,-698449.623548759,1280809.96621017,140,163,3,"KSSL"
"61167",98366,-698449.623548759,1280809.96621017,163,203,1,"KSSL"
"61168",98377,-699722.324940967,1283312.09069679,0,8,0,"KSSL"
"61169",98365,-695673.421159529,1296944.60342293,145,203,0,"KSSL"
"61170",108480,-844503.449590185,1597165.53940204,0,3,0,"KSSL"
"61171",108480,-844503.449590185,1597165.53940204,3,8,0,"KSSL"
"61172",108525,-842948.369488704,1607660.38001407,0,3,0,"KSSL"
"61173",108525,-842948.369488704,1607660.38001407,3,13,0,"KSSL"
"61174",111226,-836876.103705617,1611449.35293268,0,5,0,"KSSL"
"61175",111230,-850117.421632521,1634574.85203417,53,124,0,"KSSL"
"61176",111230,-850117.421632521,1634574.85203417,124,145,0,"KSSL"
"61177",111230,-850117.421632521,1634574.85203417,145,188,0,"KSSL"
"61178",111230,-850117.421632521,1634574.85203417,188,200,0,"KSSL"
"61179",111238,-851092.933846339,1635337.12743297,0,3,0,"KSSL"
"61180",111238,-851092.933846339,1635337.12743297,157,168,0,"KSSL"
"61181",111238,-851092.933846339,1635337.12743297,168,200,0,"KSSL"
"61182",111239,-851651.529686779,1633677.64432902,0,10,0,"KSSL"
"61183",111239,-851651.529686779,1633677.64432902,28,43,0,"KSSL"
"61184",111239,-851651.529686779,1633677.64432902,43,74,0,"KSSL"
"61185",111239,-851651.529686779,1633677.64432902,74,104,0,"KSSL"
"61186",118771,-1121024.10892481,1505609.37608716,0,10,0,"KSSL"
"61187",118771,-1121024.10892481,1505609.37608716,10,33,0,"KSSL"
"61188",118771,-1121024.10892481,1505609.37608716,33,48,0,"KSSL"
"61189",118771,-1121024.10892481,1505609.37608716,48,53,0,"KSSL"
"61190",118771,-1121024.10892481,1505609.37608716,53,86,0,"KSSL"
"61191",118771,-1121024.10892481,1505609.37608716,86,91,0,"KSSL"
"61192",118771,-1121024.10892481,1505609.37608716,91,99,0,"KSSL"
"61193",118771,-1121024.10892481,1505609.37608716,102,119,0,"KSSL"
"61194",118771,-1121024.10892481,1505609.37608716,119,140,0,"KSSL"
"61195",118771,-1121024.10892481,1505609.37608716,140,157,0,"KSSL"
"61196",118771,-1121024.10892481,1505609.37608716,157,183,0,"KSSL"
"61197",118771,-1121024.10892481,1505609.37608716,183,203,0,"KSSL"
"61198",137592,-817610.072820257,1631312.56573651,39,54,0,"KSSL"
"61199",277545,-1003269.26698689,1109967.40176018,105,130,0,"KSSL"
"61200",277545,-1003269.26698689,1109967.40176018,130,157,0,"KSSL"
"61201",277545,-1003269.26698689,1109967.40176018,157,187,2,"KSSL"
"61202",277547,-1003162.37306774,1109823.67209398,62,75,0,"KSSL"
"61203",277547,-1003162.37306774,1109823.67209398,75,125,0,"KSSL"
"61204",277547,-1003162.37306774,1109823.67209398,125,170,0,"KSSL"
"61205",277555,-1002522.20094457,1115093.76313966,0,7,0,"KSSL"
"61206",277554,-1002267.35735712,1115732.98484858,145,170,0,"KSSL"
"61207",277556,-1002267.35735712,1115732.98484858,0,1,0,"KSSL"
"61208",277557,-1002440.54747471,1115708.39918747,89,131,0,"KSSL"
"61209",277557,-1002440.54747471,1115708.39918747,131,150,0,"KSSL"
"61210",277557,-1002440.54747471,1115708.39918747,150,175,0,"KSSL"
"61211",277559,-1002440.54747471,1115708.39918747,0,2,0,"KSSL"
"61212",277548,-942155.897544754,1143878.05491745,0,2,31,"KSSL"
"61213",277548,-942155.897544754,1143878.05491745,1,0,5,"KSSL"
"61214",277548,-942155.897544754,1143878.05491745,2,8,65,"KSSL"
"61215",277548,-942155.897544754,1143878.05491745,8,21,54,"KSSL"
"61216",277548,-942155.897544754,1143878.05491745,21,32,78,"KSSL"
"61217",277548,-942155.897544754,1143878.05491745,32,64,80,"KSSL"
"61218",277548,-942155.897544754,1143878.05491745,64,92,81,"KSSL"
"61219",277548,-942155.897544754,1143878.05491745,92,110,72,"KSSL"
"61220",277548,-942155.897544754,1143878.05491745,110,140,74,"KSSL"
"61221",277548,-942155.897544754,1143878.05491745,140,160,70,"KSSL"
"61222",277549,-942574.591915832,1141697.24266194,0,5,21,"KSSL"
"61223",277549,-942574.591915832,1141697.24266194,1,0,2,"KSSL"
"61224",277549,-942574.591915832,1141697.24266194,5,20,73,"KSSL"
"61225",277549,-942574.591915832,1141697.24266194,20,41,78,"KSSL"
"61226",277549,-942574.591915832,1141697.24266194,41,52,80,"KSSL"
"61227",277549,-942574.591915832,1141697.24266194,52,85,80,"KSSL"
"61228",277549,-942574.591915832,1141697.24266194,85,109,81,"KSSL"
"61229",277549,-942574.591915832,1141697.24266194,109,132,74,"KSSL"
"61230",277549,-942574.591915832,1141697.24266194,132,155,77,"KSSL"
"61231",277549,-942574.591915832,1141697.24266194,155,174,65,"KSSL"
"61232",277549,-942574.591915832,1141697.24266194,174,189,54,"KSSL"
"61233",184912,-907367.442693012,1395766.52332908,91,134,0,"KSSL"
"61234",184912,-907367.442693012,1395766.52332908,134,201,0,"KSSL"
"61235",184914,-907438.809909923,1394858.18934296,114,155,0,"KSSL"
"61236",184943,-989646.464656137,1389327.8380825,38,58,0,"KSSL"
"61237",184943,-989646.464656137,1389327.8380825,58,102,0,"KSSL"
"61238",184943,-989646.464656137,1389327.8380825,102,140,17,"KSSL"
"61239",184943,-989646.464656137,1389327.8380825,140,183,18,"KSSL"
"61240",184943,-989646.464656137,1389327.8380825,183,193,19,"KSSL"
"61241",184943,-989646.464656137,1389327.8380825,193,204,6,"KSSL"
"61242",184943,-989646.464656137,1389327.8380825,204,249,2,"KSSL"
"61243",184943,-989646.464656137,1389327.8380825,249,258,1,"KSSL"
"61244",184943,-989646.464656137,1389327.8380825,258,302,0,"KSSL"
"61245",184943,-989646.464656137,1389327.8380825,302,349,1,"KSSL"
"61246",184939,-897987.84900111,1379222.26314103,51,58,0,"KSSL"
"61247",184939,-897987.84900111,1379222.26314103,58,66,2,"KSSL"
"61248",184939,-897987.84900111,1379222.26314103,66,75,51,"KSSL"
"61249",184939,-897987.84900111,1379222.26314103,75,117,51,"KSSL"
"61250",184939,-897987.84900111,1379222.26314103,117,170,37,"KSSL"
"61251",184939,-897987.84900111,1379222.26314103,170,275,7,"KSSL"
"61252",184901,-898798.756019835,1377911.14042511,39,56,0,"KSSL"
"61253",184901,-898798.756019835,1377911.14042511,56,84,0,"KSSL"
"61254",184901,-898798.756019835,1377911.14042511,84,104,0,"KSSL"
"61255",184901,-898798.756019835,1377911.14042511,104,117,0,"KSSL"
"61256",184941,-893952.888150205,1395863.51058239,50,76,0,"KSSL"
"61257",184941,-893952.888150205,1395863.51058239,76,133,0,"KSSL"
"61258",184941,-893952.888150205,1395863.51058239,133,170,0,"KSSL"
"61259",184941,-893952.888150205,1395863.51058239,170,254,0,"KSSL"
"61260",184922,-883992.547460372,1392444.55165373,0,8,0,"KSSL"
"61261",184922,-883992.547460372,1392444.55165373,8,38,0,"KSSL"
"61262",184922,-883992.547460372,1392444.55165373,38,76,0,"KSSL"
"61263",184922,-883992.547460372,1392444.55165373,76,115,0,"KSSL"
"61264",184922,-883992.547460372,1392444.55165373,115,150,0,"KSSL"
"61265",184928,-883934.379723879,1392494.78008522,43,70,0,"KSSL"
"61266",184928,-883934.379723879,1392494.78008522,70,97,0,"KSSL"
"61267",184928,-883934.379723879,1392494.78008522,97,143,0,"KSSL"
"61268",184928,-883934.379723879,1392494.78008522,143,257,1,"KSSL"
"61269",184942,-883717.426497879,1392544.19608664,10,35,4,"KSSL"
"61270",184942,-883717.426497879,1392544.19608664,35,68,3,"KSSL"
"61271",184942,-883717.426497879,1392544.19608664,68,106,2,"KSSL"
"61272",184942,-883717.426497879,1392544.19608664,106,150,0,"KSSL"
"61273",138537,-524534.284593081,1684466.13944531,0,10,0,"KSSL"
"61274",138537,-524534.284593081,1684466.13944531,25,44,0,"KSSL"
"61275",138537,-524534.284593081,1684466.13944531,44,52,0,"KSSL"
"61276",138537,-524534.284593081,1684466.13944531,52,88,0,"KSSL"
"61277",138537,-524534.284593081,1684466.13944531,88,106,0,"KSSL"
"61278",138537,-524534.284593081,1684466.13944531,106,135,0,"KSSL"
"61279",138537,-524534.284593081,1684466.13944531,135,168,0,"KSSL"
"61280",138537,-524534.284593081,1684466.13944531,168,220,1,"KSSL"
"61281",138538,-524538.803753079,1684301.05056828,0,10,0,"KSSL"
"61282",138538,-524538.803753079,1684301.05056828,10,19,1,"KSSL"
"61283",138538,-524538.803753079,1684301.05056828,19,33,3,"KSSL"
"61284",138538,-524538.803753079,1684301.05056828,33,54,3,"KSSL"
"61285",138538,-524538.803753079,1684301.05056828,54,69,2,"KSSL"
"61286",138538,-524538.803753079,1684301.05056828,69,96,1,"KSSL"
"61287",138538,-524538.803753079,1684301.05056828,96,123,1,"KSSL"
"61288",138538,-524538.803753079,1684301.05056828,123,156,1,"KSSL"
"61289",138538,-524538.803753079,1684301.05056828,156,200,1,"KSSL"
"61290",130171,-630097.813553281,1611764.52321744,67,107,0,"KSSL"
"61291",130171,-630097.813553281,1611764.52321744,107,130,5,"KSSL"
"61292",130171,-630097.813553281,1611764.52321744,130,165,5,"KSSL"
"61293",136188,-351154.794753767,1307709.27466438,142,187,0,"KSSL"
"61294",136188,-351154.794753767,1307709.27466438,187,207,0,"KSSL"
"61295",140376,-449504.967913478,1085135.33644918,0,13,0,"KSSL"
"61296",140398,-472231.165745866,1097554.17956194,184,210,0,"KSSL"
"61297",164440,-606103.263966974,1210187.45697934,65,74,0,"KSSL"
"61298",164440,-606103.263966974,1210187.45697934,74,93,0,"KSSL"
"61299",164440,-606103.263966974,1210187.45697934,93,119,0,"KSSL"
"61300",164440,-606103.263966974,1210187.45697934,119,163,0,"KSSL"
"61301",164440,-606103.263966974,1210187.45697934,163,185,0,"KSSL"
"61302",164440,-606103.263966974,1210187.45697934,185,203,0,"KSSL"
"61303",164442,-529730.749483003,1180046.3182578,38,80,0,"KSSL"
"61304",164442,-529730.749483003,1180046.3182578,80,109,0,"KSSL"
"61305",164442,-529730.749483003,1180046.3182578,109,149,0,"KSSL"
"61306",164442,-529730.749483003,1180046.3182578,149,200,0,"KSSL"
"61307",155255,-413026.829110778,1520606.59619862,81,129,0,"KSSL"
"61308",155255,-413026.829110778,1520606.59619862,129,154,0,"KSSL"
"61309",155255,-413026.829110778,1520606.59619862,154,182,0,"KSSL"
"61310",155255,-413026.829110778,1520606.59619862,182,206,0,"KSSL"
"61311",1306581,-998259.503842385,1109062.21566097,122,185,0,"KSSL"
"61312",1306581,-998259.503842385,1109062.21566097,185,236,0,"KSSL"
"61313",1306582,-1002431.858454,1123099.27685458,0,14,0,"KSSL"
"61314",1306582,-1002431.858454,1123099.27685458,14,28,22,"KSSL"
"61315",1306582,-1002431.858454,1123099.27685458,28,65,21,"KSSL"
"61316",1306582,-1002431.858454,1123099.27685458,65,100,15,"KSSL"
"61317",1306582,-1002431.858454,1123099.27685458,100,130,14,"KSSL"
"61318",1306582,-1002431.858454,1123099.27685458,130,165,13,"KSSL"
"61319",1306582,-1002431.858454,1123099.27685458,165,200,11,"KSSL"
"61320",1306584,-1004340.68302419,1117796.91169559,57,75,0,"KSSL"
"61321",1306584,-1004340.68302419,1117796.91169559,75,100,0,"KSSL"
"61322",1306584,-1004340.68302419,1117796.91169559,100,143,0,"KSSL"
"61323",1306584,-1004340.68302419,1117796.91169559,143,162,0,"KSSL"
"61324",1306584,-1004340.68302419,1117796.91169559,162,205,0,"KSSL"
"61325",1306584,-1004340.68302419,1117796.91169559,205,255,4,"KSSL"
"61326",1306584,-1004340.68302419,1117796.91169559,255,280,39,"KSSL"
"61327",1306585,-1005424.42530983,1116985.3323466,42,58,0,"KSSL"
"61328",1306585,-1005424.42530983,1116985.3323466,58,108,0,"KSSL"
"61329",1306585,-1005424.42530983,1116985.3323466,108,128,0,"KSSL"
"61330",1306585,-1005424.42530983,1116985.3323466,128,140,0,"KSSL"
"61331",1306585,-1005424.42530983,1116985.3323466,140,197,0,"KSSL"
"61332",1306585,-1005424.42530983,1116985.3323466,197,217,0,"KSSL"
"61333",1306586,-1010077.81779339,1115085.49963616,58,75,0,"KSSL"
"61334",1306586,-1010077.81779339,1115085.49963616,75,90,0,"KSSL"
"61335",1306586,-1010077.81779339,1115085.49963616,90,125,0,"KSSL"
"61336",1306586,-1010077.81779339,1115085.49963616,125,160,1,"KSSL"
"61337",1306588,-1005588.31657888,1103410.19226431,155,200,0,"KSSL"
"61338",1306589,-1006094.24846974,1106304.31321039,145,190,0,"KSSL"
"61339",1306590,-1006609.8036288,1106273.32843158,50,130,0,"KSSL"
"61340",1306590,-1006609.8036288,1106273.32843158,130,200,0,"KSSL"
"61341",1322792,-1001451.71829925,1105925.78737189,62,89,0,"KSSL"
"61342",1322792,-1001451.71829925,1105925.78737189,89,171,0,"KSSL"
"61343",1322792,-1001451.71829925,1105925.78737189,171,225,0,"KSSL"
"61344",198226,-354364.030528112,1622809.35162709,0,16,0,"KSSL"
"61345",198226,-354364.030528112,1622809.35162709,16,29,0,"KSSL"
"61346",198226,-354364.030528112,1622809.35162709,29,50,0,"KSSL"
"61347",198226,-354364.030528112,1622809.35162709,50,68,0,"KSSL"
"61348",198226,-354364.030528112,1622809.35162709,68,90,0,"KSSL"
"61349",198226,-354364.030528112,1622809.35162709,90,140,0,"KSSL"
"61350",198226,-354364.030528112,1622809.35162709,140,185,0,"KSSL"
"61351",198226,-354364.030528112,1622809.35162709,185,260,0,"KSSL"
"61352",198226,-354364.030528112,1622809.35162709,260,300,0,"KSSL"
"61353",198226,-354364.030528112,1622809.35162709,300,410,0,"KSSL"
"61354",198226,-354364.030528112,1622809.35162709,410,485,0,"KSSL"
"61355",198226,-354364.030528112,1622809.35162709,485,540,0,"KSSL"
"61356",159756,-1340459.2638479,1566145.31255886,0,13,0,"KSSL"
"61357",159756,-1340459.2638479,1566145.31255886,13,23,0,"KSSL"
"61358",159756,-1340459.2638479,1566145.31255886,23,33,0,"KSSL"
"61359",198170,-1357893.31161867,1582795.75886912,46,66,0,"KSSL"
"61360",198170,-1357893.31161867,1582795.75886912,91,102,0,"KSSL"
"61361",198170,-1357893.31161867,1582795.75886912,127,152,0,"KSSL"
"61362",159773,-1340053.31341077,1566426.83914771,20,41,0,"KSSL"
"61363",159773,-1340053.31341077,1566426.83914771,41,81,0,"KSSL"
"61364",159773,-1340053.31341077,1566426.83914771,81,109,0,"KSSL"
"61365",159778,-1341999.88598894,1565311.94837047,0,8,0,"KSSL"
"61366",159778,-1341999.88598894,1565311.94837047,20,38,0,"KSSL"
"61367",159778,-1341999.88598894,1565311.94837047,64,84,0,"KSSL"
"61368",169983,-745191.81279083,1605859.29306588,0,18,0,"KSSL"
"61369",169983,-745191.81279083,1605859.29306588,18,37,0,"KSSL"
"61370",169983,-745191.81279083,1605859.29306588,37,77,0,"KSSL"
"61371",169983,-745191.81279083,1605859.29306588,77,124,0,"KSSL"
"61372",169983,-745191.81279083,1605859.29306588,124,157,0,"KSSL"
"61373",169983,-745191.81279083,1605859.29306588,157,185,0,"KSSL"
"61374",133764,-708555.137970518,1583042.6234256,0,18,0,"KSSL"
"61375",169984,-743859.654457,1606880.80579803,0,15,0,"KSSL"
"61376",169984,-743859.654457,1606880.80579803,15,31,0,"KSSL"
"61377",169984,-743859.654457,1606880.80579803,31,59,0,"KSSL"
"61378",169984,-743859.654457,1606880.80579803,59,87,0,"KSSL"
"61379",169984,-743859.654457,1606880.80579803,87,112,0,"KSSL"
"61380",169984,-743859.654457,1606880.80579803,112,165,0,"KSSL"
"61381",185360,-944443.711512674,1489233.33160133,46,70,0,"KSSL"
"61382",185360,-944443.711512674,1489233.33160133,70,91,6,"KSSL"
"61383",185191,-934455.633371741,1460587.54884075,0,10,0,"KSSL"
"61384",185191,-934455.633371741,1460587.54884075,61,98,0,"KSSL"
"61385",185191,-934455.633371741,1460587.54884075,98,127,0,"KSSL"
"61386",185559,-943734.370341235,1472913.65515878,7,24,0,"KSSL"
"61387",185328,-942334.925727961,1472316.2117212,0,10,0,"KSSL"
"61388",175543,-1267656.29869335,1050384.53578638,132,152,0,"KSSL"
"61389",180672,-469714.83658871,1139266.35631463,52,76,0,"KSSL"
"61390",180672,-469714.83658871,1139266.35631463,76,101,4,"KSSL"
"61391",180672,-469714.83658871,1139266.35631463,101,139,0,"KSSL"
"61392",180672,-469714.83658871,1139266.35631463,139,177,0,"KSSL"
"61393",180672,-469714.83658871,1139266.35631463,177,200,0,"KSSL"
"61394",180668,-506972.191503073,1084547.12983609,35,62,0,"KSSL"
"61395",180668,-506972.191503073,1084547.12983609,62,88,1,"KSSL"
"61396",180668,-506972.191503073,1084547.12983609,88,119,0,"KSSL"
"61397",180668,-506972.191503073,1084547.12983609,119,200,0,"KSSL"
"61398",180669,-491434.232162838,1114971.66654774,18,44,0,"KSSL"
"61399",180669,-491434.232162838,1114971.66654774,44,72,0,"KSSL"
"61400",180669,-491434.232162838,1114971.66654774,72,96,0,"KSSL"
"61401",180669,-491434.232162838,1114971.66654774,96,120,0,"KSSL"
"61402",180669,-491434.232162838,1114971.66654774,120,140,0,"KSSL"
"61403",180669,-491434.232162838,1114971.66654774,140,163,0,"KSSL"
"61404",180669,-491434.232162838,1114971.66654774,163,181,0,"KSSL"
"61405",180669,-491434.232162838,1114971.66654774,181,200,0,"KSSL"
"61406",1075316,-475412.912642275,1066433.91769767,34,66,0,"KSSL"
"61407",1075316,-475412.912642275,1066433.91769767,66,88,1,"KSSL"
"61408",1075316,-475412.912642275,1066433.91769767,88,109,0,"KSSL"
"61409",1075316,-475412.912642275,1066433.91769767,109,137,0,"KSSL"
"61410",1075316,-475412.912642275,1066433.91769767,137,151,0,"KSSL"
"61411",1075316,-475412.912642275,1066433.91769767,151,165,0,"KSSL"
"61412",202999,-965886.604080049,1096787.04787187,0,5,0,"KSSL"
"61413",202999,-965886.604080049,1096787.04787187,5,20,0,"KSSL"
"61414",202999,-965886.604080049,1096787.04787187,20,33,0,"KSSL"
"61415",202999,-965886.604080049,1096787.04787187,33,46,0,"KSSL"
"61416",202999,-965886.604080049,1096787.04787187,46,86,30,"KSSL"
"61417",202999,-965886.604080049,1096787.04787187,86,112,8,"KSSL"
"61418",202999,-965886.604080049,1096787.04787187,112,152,5,"KSSL"
"61419",203000,-963923.86450652,1099090.40882019,0,18,0,"KSSL"
"61420",203000,-963923.86450652,1099090.40882019,18,36,0,"KSSL"
"61421",203000,-963923.86450652,1099090.40882019,36,53,3,"KSSL"
"61422",203000,-963923.86450652,1099090.40882019,53,81,31,"KSSL"
"61423",203000,-963923.86450652,1099090.40882019,81,130,28,"KSSL"
"61424",203000,-963923.86450652,1099090.40882019,130,150,12,"KSSL"
"61425",203000,-963923.86450652,1099090.40882019,150,180,0,"KSSL"
"61426",203001,-963888.259455821,1101544.92019329,0,3,8,"KSSL"
"61427",203001,-963888.259455821,1101544.92019329,3,23,84,"KSSL"
"61428",203001,-963888.259455821,1101544.92019329,23,62,79,"KSSL"
"61429",203001,-963888.259455821,1101544.92019329,62,91,76,"KSSL"
"61430",203001,-963888.259455821,1101544.92019329,91,158,46,"KSSL"
